iShares MSCI ACWI ETF
Fund Holdings as of,"Mar 10, 2022"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"191,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"EUR","EUR CASH","Cash and/or Derivatives","Cash","5,001,650.00","0.03","5,001,650.00","4,539,320.00","110.19","European Union","-","USD","0.91","EUR","-"
"ASIANPAINT","ASIAN PAINTS LTD","Materials","Equity","5,002,587.51","0.03","5,002,587.51","131,050.00","38.17","India","National Stock Exchange Of India","USD","76.31","INR","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","4,998,665.11","0.03","4,998,665.11","36,763.00","135.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","4,989,484.36","0.03","4,989,484.36","97,223.00","51.32","United States","NASDAQ","USD","1.00","USD","-"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Utilities","Equity","4,985,641.75","0.03","4,985,641.75","1,047,648.00","4.76","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.91","EUR","-"
"FLTR","FLUTTER ENTERTAINMENT PLC","Consumer Discretionary","Equity","4,985,616.17","0.03","4,985,616.17","44,579.00","111.84","Ireland","Irish Stock Exchange - All Market","USD","0.91","EUR","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","4,981,112.96","0.03","4,981,112.96","29,488.00","168.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FMC","FMC CORP","Materials","Equity","4,979,412.82","0.03","4,979,412.82","40,021.00","124.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WPP","WPP PLC","Communication","Equity","4,973,734.60","0.03","4,973,734.60","381,444.00","13.04","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","4,970,199.00","0.03","4,970,199.00","49,332.00","100.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NESTE","NESTE","Energy","Equity","4,968,072.25","0.03","4,968,072.25","127,838.00","38.86","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.91","EUR","-"
"B3SA3","B3 BRASIL BOLSA BALCAO SA","Financials","Equity","4,955,956.03","0.03","4,955,956.03","1,880,601.00","2.64","Brazil","XBSP","USD","5.05","BRL","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","4,953,741.72","0.03","4,953,741.72","121,148.00","40.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"1211","BYD LTD H","Consumer Discretionary","Equity","4,952,151.46","0.03","4,952,151.46","193,500.00","25.59","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"UPM","UPM-KYMMENE","Materials","Equity","4,941,060.05","0.03","4,941,060.05","161,423.00","30.61","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.91","EUR","-"
"CNHI","CNH INDUSTRIAL NV","Industrials","Equity","4,939,721.70","0.03","4,939,721.70","338,988.00","14.57","Italy","Borsa Italiana","USD","0.91","EUR","-"
"2319","CHINA MENGNIU DAIRY LTD","Consumer Staples","Equity","4,937,079.74","0.03","4,937,079.74","864,000.00","5.71","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"2881","FUBON FINANCIAL HOLDING LTD","Financials","Equity","4,933,114.39","0.03","4,933,114.39","1,894,971.00","2.60","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"105560","KB FINANCIAL GROUP INC","Financials","Equity","4,933,937.39","0.03","4,933,937.39","110,991.00","44.45","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","4,932,399.56","0.03","4,932,399.56","15,598.00","316.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"2","CLP HOLDINGS LTD","Utilities","Equity","4,924,660.60","0.03","4,924,660.60","489,500.00","10.06","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Utilities","Equity","4,913,506.18","0.03","4,913,506.18","630,026.00","7.80","Italy","Borsa Italiana","USD","0.91","EUR","-"
"PKI","PERKINELMER INC","Health Care","Equity","4,882,909.22","0.03","4,882,909.22","28,333.00","172.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","4,876,303.68","0.03","4,876,303.68","115,992.00","42.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Financials","Equity","4,872,666.22","0.03","4,872,666.22","467,403.00","10.42","Sweden","Nasdaq Omx Nordic","USD","9.65","SEK","-"
"SCMN","SWISSCOM AG","Communication","Equity","4,872,001.29","0.03","4,872,001.29","8,168.00","596.47","Switzerland","SIX Swiss Exchange","USD","0.93","CHF","-"
"AV.","AVIVA PLC","Financials","Equity","4,866,943.16","0.03","4,866,943.16","914,896.00","5.32","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","4,867,044.18","0.03","4,867,044.18","62,833.00","77.46","United States","NASDAQ","USD","1.00","USD","-"
"NCM","NEWCREST MINING LTD","Materials","Equity","4,862,430.08","0.03","4,862,430.08","244,523.00","19.89","Australia","Asx - All Markets","USD","1.36","AUD","-"
"005490","POSCO","Materials","Equity","4,848,525.14","0.03","4,848,525.14","21,006.00","230.82","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"600036","CHINA MERCHANTS BANK LTD A","Financials","Equity","4,847,285.85","0.03","4,847,285.85","686,200.00","7.06","China","Shanghai Stock Exchange","USD","6.32","CNY","-"
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Consumer Staples","Equity","4,847,574.66","0.03","4,847,574.66","634,300.00","7.64","Mexico","Bolsa Mexicana De Valores","USD","20.96","MXN","-"
"CSGN","CREDIT SUISSE GROUP AG","Financials","Equity","4,841,855.88","0.03","4,841,855.88","650,620.00","7.44","Switzerland","SIX Swiss Exchange","USD","0.93","CHF","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","4,839,345.52","0.03","4,839,345.52","80,468.00","60.14","United States","NASDAQ","USD","1.00","USD","-"
"VFC","VF CORP","Consumer Discretionary","Equity","4,831,945.84","0.03","4,831,945.84","90,452.00","53.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVTR","AVANTOR INC","Health Care","Equity","4,828,127.84","0.03","4,828,127.84","141,712.00","34.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QSR","RESTAURANTS BRANDS INTERNATIONAL I","Consumer Discretionary","Equity","4,804,154.95","0.03","4,804,154.95","83,636.00","57.44","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"XYL","XYLEM INC","Industrials","Equity","4,799,957.33","0.03","4,799,957.33","57,671.00","83.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SGRO","SEGRO REIT PLC","Real Estate","Equity","4,793,073.72","0.03","4,793,073.72","286,008.00","16.76","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"PUB","PUBLICIS GROUPE SA","Communication","Equity","4,789,075.90","0.03","4,789,075.90","80,728.00","59.32","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Industrials","Equity","4,783,800.74","0.03","4,783,800.74","16,960.00","282.06","Switzerland","SIX Swiss Exchange","USD","0.93","CHF","-"
"CTLT","CATALENT INC","Health Care","Equity","4,780,706.27","0.03","4,780,706.27","48,619.00","98.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Information Technology","Equity","4,772,014.70","0.03","4,772,014.70","15,410.00","309.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORA","ORANGE SA","Communication","Equity","4,760,992.95","0.03","4,760,992.95","410,109.00","11.61","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","Jan 01, 1998"
"9022","CENTRAL JAPAN RAILWAY","Industrials","Equity","4,757,366.45","0.03","4,757,366.45","36,200.00","131.42","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"UMG","UNIVERSAL MUSIC GROUP NV","Communication","Equity","4,755,027.69","0.03","4,755,027.69","220,606.00","21.55","Netherlands","Euronext Amsterdam","USD","0.91","EUR","-"
"SEDG","SOLAREDGE TECHNOLOGIES INC","Information Technology","Equity","4,740,185.46","0.03","4,740,185.46","15,042.00","315.13","United States","NASDAQ","USD","1.00","USD","-"
"J","JACOBS ENGINEERING GROUP INC","Industrials","Equity","4,735,684.62","0.03","4,735,684.62","38,001.00","124.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","4,729,212.54","0.03","4,729,212.54","74,853.00","63.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","4,725,325.44","0.03","4,725,325.44","434,313.00","10.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","4,724,677.56","0.03","4,724,677.56","42,351.00","111.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"2884","E.SUN FINANCIAL HOLDING LTD","Financials","Equity","4,717,353.87","0.03","4,717,353.87","4,472,651.00","1.05","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"PDD","PINDUODUO ADR REPRESENTING INC","Consumer Discretionary","Equity","4,712,381.28","0.03","4,712,381.28","131,778.00","35.76","China","NASDAQ","USD","1.00","USD","-"
"9101","NIPPON YUSEN","Industrials","Equity","4,701,418.53","0.03","4,701,418.53","46,400.00","101.32","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"2502","ASAHI GROUP HOLDINGS LTD","Consumer Staples","Equity","4,700,077.61","0.03","4,700,077.61","128,700.00","36.52","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Financials","Equity","4,692,687.30","0.03","4,692,687.30","48,156.00","97.45","Belgium","Nyse Euronext - Euronext Brussels","USD","0.91","EUR","-"
"2412","CHUNGHWA TELECOM LTD","Communication","Equity","4,686,487.00","0.03","4,686,487.00","1,080,140.00","4.34","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","4,683,370.34","0.03","4,683,370.34","152,702.00","30.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","4,682,201.00","0.03","4,682,201.00","52,609.00","89.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"1","CK HUTCHISON HOLDINGS LTD","Industrials","Equity","4,665,121.57","0.03","4,665,121.57","663,516.00","7.03","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"CE","CELANESE CORP","Materials","Equity","4,664,187.06","0.03","4,664,187.06","33,657.00","138.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","4,660,648.32","0.03","4,660,648.32","38,152.00","122.16","United States","NASDAQ","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","4,661,986.50","0.03","4,661,986.50","208,590.00","22.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FER","FERROVIAL SA","Industrials","Equity","4,651,511.72","0.03","4,651,511.72","177,227.00","26.25","Spain","Bolsa De Madrid","USD","0.91","EUR","-"
"ADCB","ABU DHABI COMMERCIAL BANK","Financials","Equity","4,637,667.79","0.03","4,637,667.79","1,529,119.00","3.03","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","4,622,706.14","0.03","4,622,706.14","86,942.00","53.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","4,612,054.72","0.03","4,612,054.72","91,364.00","50.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"2413","M3 INC","Health Care","Equity","4,583,132.84","0.03","4,583,132.84","123,000.00","37.26","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"KBC","KBC GROEP","Financials","Equity","4,578,057.39","0.03","4,578,057.39","69,410.00","65.96","Belgium","Nyse Euronext - Euronext Brussels","USD","0.91","EUR","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","4,574,321.04","0.03","4,574,321.04","11,208.00","408.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","4,575,517.68","0.03","4,575,517.68","65,778.00","69.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","4,575,731.61","0.03","4,575,731.61","19,477.00","234.93","United States","NASDAQ","USD","1.00","USD","-"
"6971","KYOCERA CORP","Information Technology","Equity","4,565,587.89","0.03","4,565,587.89","83,800.00","54.48","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"ATCO B","ATLAS COPCO CLASS B","Industrials","Equity","4,562,704.06","0.03","4,562,704.06","103,819.00","43.95","Sweden","Nasdaq Omx Nordic","USD","9.65","SEK","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","4,557,606.40","0.03","4,557,606.40","100,832.00","45.20","United States","NASDAQ","USD","1.00","USD","-"
"LT","LARSEN AND TOUBRO LTD","Industrials","Equity","4,547,812.49","0.03","4,547,812.49","200,799.00","22.65","India","National Stock Exchange Of India","USD","76.31","INR","-"
"1301","FORMOSA PLASTICS CORP","Materials","Equity","4,537,789.69","0.03","4,537,789.69","1,225,160.00","3.70","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"COO","COOPER INC","Health Care","Equity","4,535,366.30","0.03","4,535,366.30","11,771.00","385.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"4507","SHIONOGI LTD","Health Care","Equity","4,535,090.76","0.03","4,535,090.76","72,700.00","62.38","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"2308","DELTA ELECTRONICS INC","Information Technology","Equity","4,524,604.04","0.03","4,524,604.04","504,000.00","8.98","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"BILL","BILL COM HOLDINGS INC","Information Technology","Equity","4,497,116.00","0.02","4,497,116.00","21,950.00","204.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KFH","KUWAIT FINANCE HOUSE","Financials","Equity","4,497,420.95","0.02","4,497,420.95","1,365,417.00","3.29","Kuwait","Kuwait Stock Exchange","USD","0.30","KWD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","4,489,393.04","0.02","4,489,393.04","64,577.00","69.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"2222","SAUDI ARABIAN OIL","Energy","Equity","4,487,399.12","0.02","4,487,399.12","409,598.00","10.96","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"000270","KIA CORPORATION CORP","Consumer Discretionary","Equity","4,484,564.46","0.02","4,484,564.46","77,909.00","57.56","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"8802","MITSUBISHI ESTATE CO LTD","Real Estate","Equity","4,475,855.65","0.02","4,475,855.65","312,300.00","14.33","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","4,432,260.36","0.02","4,432,260.36","11,274.00","393.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OTEX","OPEN TEXT CORP","Information Technology","Equity","4,413,134.78","0.02","4,413,134.78","103,268.00","42.73","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"ENTG","ENTEGRIS INC","Information Technology","Equity","4,403,674.43","0.02","4,403,674.43","35,591.00","123.73","United States","NASDAQ","USD","1.00","USD","-"
"5401","NIPPON STEEL CORP","Materials","Equity","4,369,933.44","0.02","4,369,933.44","244,634.00","17.86","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"HOLX","HOLOGIC INC","Health Care","Equity","4,368,956.20","0.02","4,368,956.20","62,165.00","70.28","United States","NASDAQ","USD","1.00","USD","-"
"BMRN","BIOMARIN PHARMACEUTICAL INC","Health Care","Equity","4,367,136.52","0.02","4,367,136.52","56,068.00","77.89","United States","NASDAQ","USD","1.00","USD","-"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","4,341,635.69","0.02","4,341,635.69","24,143.00","179.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BG","BUNGE LTD","Consumer Staples","Equity","4,343,027.00","0.02","4,343,027.00","39,572.00","109.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","4,337,617.50","0.02","4,337,617.50","80,550.00","53.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TEP","TELEPERFORMANCE","Industrials","Equity","4,336,159.67","0.02","4,336,159.67","12,517.00","346.42","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"KOTAKBANK","KOTAK MAHINDRA BANK LTD","Financials","Equity","4,333,190.47","0.02","4,333,190.47","188,471.00","22.99","India","National Stock Exchange Of India","USD","76.31","INR","-"
"7309","SHIMANO INC","Consumer Discretionary","Equity","4,318,070.11","0.02","4,318,070.11","19,000.00","227.27","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"MKL","MARKEL CORP","Financials","Equity","4,317,371.84","0.02","4,317,371.84","3,368.00","1,281.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","4,310,709.65","0.02","4,310,709.65","10,385.00","415.09","United States","NASDAQ","USD","1.00","USD","-"
"BOL","BOLIDEN","Materials","Equity","4,307,225.38","0.02","4,307,225.38","94,939.00","45.37","Sweden","Nasdaq Omx Nordic","USD","9.65","SEK","-"
"NICE","NICE LTD","Information Technology","Equity","4,304,831.31","0.02","4,304,831.31","19,942.00","215.87","Israel","Tel Aviv Stock Exchange","USD","3.27","ILS","-"
"6502","TOSHIBA CORP","Industrials","Equity","4,297,420.77","0.02","4,297,420.77","112,800.00","38.10","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"2002","CHINA STEEL CORP","Materials","Equity","4,284,489.10","0.02","4,284,489.10","3,171,305.00","1.35","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","-"
"QRVO","QORVO INC","Information Technology","Equity","4,273,275.00","0.02","4,273,275.00","34,050.00","125.50","United States","NASDAQ","USD","1.00","USD","-"
"GIB.A","CGI INC","Information Technology","Equity","4,271,235.80","0.02","4,271,235.80","52,567.00","81.25","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"ABMD","ABIOMED INC","Health Care","Equity","4,271,956.36","0.02","4,271,956.36","13,978.00","305.62","United States","NASDAQ","USD","1.00","USD","-"
